20050104,986.93
20050105,1003.63
20050106,994.60
20050107,997.61
20050110,1006.34
20050111,1008.34
20050112,1008.62
20050113,1013.07
20050114,1000.17
20050117,977.52
20050118,991.42
20050119,986.24
20050120,972.46
20050121,988.52
20050124,1008.18
20050125,999.55
20050126,987.96
20050127,971.37
20050128,952.41
20050131,922.65
20050201,913.33
20050202,964.24
20050203,945.31
20050204,962.03
20050216,972.34
20050217,977.27
20050218,964.77
20050221,981.82
20050222,1007.69
20050223,1019.26
20050224,1024.45
20050225,1024.12
20050228,1020.85
20050301,1021.16
20050302,1006.15
20050303,1011.29
20050304,1003.21
20050307,1006.95
20050308,1029.46
20050309,1032.55
20050310,1005.55
20050311,1009.43
20050314,1007.77
20050315,993.83
20050316,983.92
20050317,970.97
20050318,949.51
20050321,949.55
20050322,922.56
20050323,923.19
20050324,933.35
20050325,931.42
20050328,922.92
20050329,916.81
20050330,888.95
20050331,896.07
20050401,927.55
20050404,909.87
20050405,901.74
20050406,918.56
20050407,932.33
20050408,949.46
20050411,948.51
20050412,927.41
20050413,950.23
20050414,935.43
20050415,913.27
20050418,901.12
20050419,902.79
20050420,884.08
20050421,867.33
20050422,857.40
20050425,841.06
20050426,855.24
20050427,839.95
20050428,860.62
20050429,847.61
20050509,818.40
20050510,818.09
20050511,811.57
20050512,807.51
20050513,814.88
20050516,808.17
20050517,818.46
20050518,824.64
20050519,824.94
20050520,819.13
20050523,793.72
20050524,808.74
20050525,809.70
20050526,799.02
20050527,791.00
20050530,797.53
20050531,796.87
20050601,778.67
20050602,769.42
20050603,765.97
20050606,778.21
20050607,779.84
20050608,841.36
20050609,849.73
20050610,831.61
20050613,834.25
20050614,818.19
20050615,796.26
20050616,803.95
20050617,800.14
20050620,823.73
20050621,816.20
20050622,818.65
20050623,809.35
20050624,813.20
20050627,834.35
20050628,819.05
20050629,814.06
20050630,791.50
20050701,760.35
20050704,749.48
20050705,744.60
20050706,743.44
20050707,747.42
20050708,722.85
20050711,714.48
20050712,739.53
20050713,732.44
20050714,732.54
20050715,714.49
20050718,696.85
20050719,703.07
20050720,707.29
20050721,704.79
20050722,721.45
20050725,718.87
20050726,735.86
20050727,750.02
20050728,747.23
20050729,744.83
20050801,750.49
20050802,763.29
20050803,769.75
20050804,765.26
20050805,787.82
20050808,800.12
20050809,814.19
20050810,823.84
20050811,832.84
20050812,816.39
20050815,839.67
20050816,839.26
20050817,854.53
20050818,820.66
20050819,820.87
20050822,831.50
20050823,816.91
20050824,826.72
20050825,836.42
20050826,840.43
20050829,832.25
20050830,827.55
20050831,845.14
20050901,865.41
20050902,872.49
20050905,884.29
20050906,862.49
20050907,888.13
20050908,889.69
20050909,879.50
20050912,883.56
20050913,904.31
20050914,914.98
20050915,918.51
20050916,917.64
20050919,930.49
20050920,924.16
20050921,909.79
20050922,880.01
20050923,868.55
20050926,874.84
20050927,856.96
20050928,852.36
20050929,871.29
20050930,869.51
20051010,858.75
20051011,878.62
20051012,887.71
20051013,883.45
20051014,876.05
20051017,878.76
20051018,893.70
20051019,886.31
20051020,886.55
20051021,895.03
20051024,897.76
20051025,877.58
20051026,854.03
20051027,847.59
20051028,825.06
20051031,828.66
20051101,823.33
20051102,840.32
20051103,828.91
20051104,835.12
20051107,842.00
20051108,848.97
20051109,845.11
20051110,821.27
20051111,823.96
20051114,827.57
20051115,820.49
20051116,826.69
20051117,825.80
20051118,843.74
20051121,846.96
20051122,831.77
20051123,838.12
20051124,841.70
20051125,841.13
20051128,838.34
20051129,827.01
20051130,829.50
20051201,828.19
20051202,817.86
20051205,796.93
20051206,798.88
20051207,806.78
20051208,805.56
20051209,819.20
20051212,824.52
20051213,824.86
20051214,832.51
20051215,827.54
20051216,834.54
20051219,834.71
20051220,836.12
20051221,830.77
20051222,835.50
20051223,845.59
20051226,853.17
20051227,854.53
20051228,857.21
20051229,866.75
20051230,860.13
20060104,871.73
20060105,882.73
20060106,891.94
20060109,905.07
20060110,911.19
20060111,906.50
20060112,927.42
20060113,932.50
20060116,920.33
20060117,919.28
20060118,939.14
20060119,949.91
20060120,952.77
20060123,961.07
20060124,960.35
20060125,957.79
20060206,980.91
20060207,981.57
20060208,982.94
20060209,969.58
20060210,980.80
20060213,977.40
20060214,986.06
20060215,986.16
20060216,958.59
20060217,949.99
20060220,943.77
20060221,960.02
20060222,959.95
20060223,958.72
20060224,967.16
20060227,963.38
20060228,964.73
20060301,972.07
20060302,953.37
20060303,954.46
20060306,952.35
20060307,928.58
20060308,924.83
20060309,920.13
20060310,921.68
20060313,928.52
20060314,931.72
20060315,942.69
20060316,945.52
20060317,943.73
20060320,956.14
20060321,959.93
20060322,972.14
20060323,980.84
20060324,974.27
20060327,984.15
20060328,994.52
20060329,997.70
20060330,986.96
20060331,1000.25
20060403,1025.79
20060404,1038.11
20060405,1048.67
20060406,1053.69
20060407,1068.11
20060410,1090.72
20060411,1094.41
20060412,1095.50
20060413,1062.69
20060414,1088.18
20060417,1093.51
20060418,1097.73
20060419,1100.66
20060420,1091.85
20060421,1102.55
20060424,1094.38
20060425,1103.06
20060426,1116.81
20060427,1125.32
20060428,1141.69
20060508,1180.73
20060509,1218.09
20060510,1241.57
20060511,1237.77
20060512,1283.68
20060515,1344.92
20060516,1297.93
20060517,1318.97
20060518,1328.21
20060519,1365.65
20060522,1386.75
20060523,1326.16
20060524,1308.69
20060525,1324.92
20060526,1355.50
20060529,1387.52
20060530,1410.54
20060531,1402.33
20060601,1455.74
20060602,1457.76
20060605,1484.29
20060606,1470.45
20060607,1370.81
20060608,1376.08
20060609,1346.48
20060612,1352.58
20060613,1361.53
20060614,1347.88
20060615,1352.34
20060616,1382.41
20060619,1398.00
20060620,1414.91
20060621,1410.50
20060622,1411.28
20060623,1430.51
20060626,1457.14
20060627,1464.69
20060628,1461.79
20060629,1488.16
20060630,1486.00
20060703,1514.07
20060704,1508.84
20060705,1497.66
20060706,1539.18
20060707,1541.25
20060710,1550.04
20060711,1561.84
20060712,1562.06
20060713,1459.78
20060714,1470.47
20060717,1494.79
20060718,1506.59
20060719,1472.35
20060720,1484.41
20060721,1493.04
20060724,1496.61
20060725,1518.17
20060726,1523.86
20060727,1506.56
20060728,1492.11
20060731,1425.04
20060801,1408.90
20060802,1401.86
20060803,1401.16
20060804,1354.78
20060807,1323.73
20060808,1364.99
20060809,1367.40
20060810,1391.14
20060811,1398.01
20060814,1356.85
20060815,1383.36
20060816,1407.31
20060817,1395.72
20060818,1384.90
20060821,1392.97
20060822,1408.85
20060823,1403.58
20060824,1416.90
20060825,1421.10
20060828,1457.32
20060829,1456.44
20060830,1468.66
20060831,1479.90
20060901,1451.95
20060904,1484.44
20060905,1490.15
20060906,1497.01
20060907,1472.51
20060908,1473.92
20060911,1481.93
20060912,1487.74
20060913,1466.04
20060914,1467.80
20060915,1484.69
20060918,1507.94
20060919,1512.96
20060920,1517.29
20060921,1521.95
20060922,1509.39
20060925,1514.28
20060926,1508.20
20060927,1522.45
20060928,1535.27
20060929,1550.80
20061009,1579.52
20061010,1588.81
20061011,1591.45
20061012,1567.29
20061013,1575.86
20061016,1567.09
20061017,1568.51
20061018,1588.59
20061019,1597.38
20061020,1587.90
20061023,1537.32
20061024,1577.09
20061025,1565.90
20061026,1556.69
20061027,1530.26
20061030,1527.22
20061031,1541.64
20061101,1548.52
20061102,1545.83
20061103,1549.66
20061106,1540.61
20061107,1525.65
20061108,1521.45
20061109,1537.86
20061110,1498.87
20061113,1445.68
20061114,1461.72
20061115,1484.45
20061116,1462.68
20061117,1476.75
20061120,1466.65
20061121,1477.68
20061122,1500.81
20061123,1509.32
20061124,1532.02
20061127,1567.05
20061128,1577.18
20061129,1597.00
20061130,1623.82
20061201,1629.21
20061204,1663.20
20061205,1675.46
20061206,1649.14
20061207,1632.91
20061208,1571.18
20061211,1621.26
20061212,1626.59
20061213,1634.84
20061214,1662.27
20061215,1689.67
20061218,1717.23
20061219,1724.53
20061220,1756.00
20061221,1737.38
20061222,1728.40
20061225,1744.82
20061226,1726.78
20061227,1738.53
20061228,1704.72
20061229,1726.15
20070104,1723.69
20070105,1770.48
20070108,1851.96
20070109,1891.87
20070110,1940.83
20070111,1952.24
20070112,1881.75
20070115,1986.54
20070116,2055.02
20070117,2035.65
20070118,2085.40
20070119,2159.64
20070122,2258.99
20070123,2261.78
20070124,2283.70
20070125,2174.24
20070126,2186.27
20070129,2260.60
20070130,2255.94
20070131,2142.89
20070201,2165.41
20070202,2127.10
20070205,2152.25
20070206,2198.24
20070207,2237.94
20070208,2278.45
20070209,2287.38
20070212,2341.07
20070213,2384.16
20070214,2435.96
20070215,2512.40
20070216,2541.41
20070226,2642.11
20070227,2405.57
20070228,2513.53
20070301,2459.51
20070302,2503.68
20070305,2511.92
20070306,2516.00
20070307,2580.60
20070308,2634.88
20070309,2638.05
20070312,2696.50
20070313,2727.46
20070314,2708.69
20070315,2760.84
20070316,2710.86
20070319,2751.48
20070320,2810.71
20070321,2859.01
20070322,2861.15
20070323,2898.00
20070326,2989.05
20070327,3039.53
20070328,3004.29
20070329,2894.78
20070330,2926.06
20070402,2993.63
20070403,3042.46
20070404,3078.90
20070405,3133.14
20070406,3182.80
20070409,3240.30
20070410,3261.53
20070411,3309.75
20070412,3387.41
20070413,3358.63
20070416,3458.07
20070417,3558.22
20070418,3649.71
20070419,3435.78
20070420,3614.39
20070423,3782.26
20070424,3821.42
20070425,3805.05
20070426,3853.27
20070427,3845.81
20070430,3903.69
20070508,4091.13
20070509,4099.13
20070510,4128.08
20070511,4109.40
20070514,4133.83
20070515,3998.78
20070516,4118.14
20070517,4221.91
20070518,4235.19
20070521,4364.16
20070522,4459.81
20070523,4582.31
20070524,4571.71
20070525,4649.86
20070528,4761.70
20070529,4853.64
20070530,4456.28
20070531,4267.78
20070601,3960.44
20070604,3618.69
20070605,3659.94
20070606,3736.93
20070607,3936.77
20070608,4002.87
20070611,4104.55
20070612,4218.44
20070613,4372.53
20070614,4311.98
20070615,4316.53
20070618,4439.19
20070619,4529.03
20070620,4396.22
20070621,4374.49
20070622,4123.21
20070625,3851.94
20070626,3928.70
20070627,4022.31
20070628,3757.98
20070629,3585.49
20070702,3644.79
20070703,3704.71
20070704,3622.52
20070705,3380.18
20070706,3591.38
20070709,3711.71
20070710,3606.19
20070711,3653.31
20070712,3671.18
20070713,3655.84
20070716,3532.06
20070717,3610.38
20070718,3624.34
20070719,3640.28
20070720,3788.74
20070723,3984.79
20070724,3993.02
20070725,4106.83
20070726,4190.88
20070727,4269.77
20070730,4353.09
20070731,4403.58
20070801,4161.13
20070802,4336.81
